Código Pedido,ID Cliente,ID Producto,Fecha,Forma pago,Ingreso,Unidades
159068,161229,LGP,2005-01-08 00:00:00,Contado,13604 €,38
159069,181241,SXU,2005-01-08 00:00:00,Tarjeta,12000 €,12
159070,181241,SXU,2005-01-08 00:00:00,Tarjeta,26400 €,22
159071,181241,SXU,2005-01-08 00:00:00,Tarjeta,25200 €,18
159072,181241,SXU,2005-01-08 00:00:00,Tarjeta,35200 €,22
159073,181241,SXU,2005-01-08 00:00:00,Tarjeta,36000 €,20
159074,181241,SXU,2005-01-08 00:00:00,Tarjeta,20400 €,24
159075,181241,SXU,2005-01-08 00:00:00,Tarjeta,11100 €,12
159076,181241,SXU,2005-01-08 00:00:00,Tarjeta,14000 €,14
159077,181241,SXU,2005-01-08 00:00:00,Tarjeta,12900 €,12
159078,181241,SXU,2005-01-08 00:00:00,Tarjeta,13800 €,12
159079,181241,SXU,2005-01-08 00:00:00,Tarjeta,19600 €,16
159080,181241,SXU,2005-01-08 00:00:00,Tarjeta,9360 €,12
159081,181241,SXU,2005-01-08 00:00:00,Tarjeta,6576 €,12
159082,181241,SXU,2005-01-08 00:00:00,Tarjeta,19980 €,20
159083,181241,SXU,2005-01-08 00:00:00,Tarjeta,14000 €,20
159084,181241,SXU,2005-01-08 00:00:00,Tarjeta,7160 €,20
159101,171251,IP2,2005-01-08 00:00:00,Contado,12000 €,12
159102,171251,IP3,2005-01-08 00:00:00,Contado,9600 €,8
159103,171251,IP4,2005-01-08 00:00:00,Contado,22400 €,16
159104,171251,IP5,2005-01-08 00:00:00,Contado,12800 €,8
159105,171251,IP6,2005-01-08 00:00:00,Contado,39600 €,22
159106,171251,GS1,2005-01-08 00:00:00,Contado,6800 €,8
159107,171251,GS2,2005-01-08 00:00:00,Contado,12950 €,14
159108,171251,GS3,2005-01-08 00:00:00,Contado,10000 €,10
159109,171251,GS4,2005-01-08 00:00:00,Contado,21500 €,20
159110,171251,GS5,2005-01-08 00:00:00,Contado,20700 €,18
159111,171251,GS6,2005-01-08 00:00:00,Contado,12250 €,10
159112,171251,MG,2005-01-08 00:00:00,Contado,14040 €,18
159113,171251,MX,2005-01-08 00:00:00,Contado,5480 €,10
159114,171251,SXU,2005-01-08 00:00:00,Contado,7992 €,8
159115,171251,AO1,2005-01-08 00:00:00,Contado,4200 €,6
159116,171251,LGP,2005-01-08 00:00:00,Contado,4296 €,12
159117,181253,SXU,2005-01-08 00:00:00,Contado,22000 €,22
159118,181253,SXU,2005-01-08 00:00:00,Contado,19200 €,16
159119,181253,SXU,2005-01-08 00:00:00,Contado,19600 €,14
159120,181253,SXU,2005-01-08 00:00:00,Contado,28800 €,18
159121,181253,SXU,2005-01-08 00:00:00,Contado,25200 €,14
159122,181253,SXU,2005-01-08 00:00:00,Contado,13600 €,16
159123,181253,SXU,2005-01-08 00:00:00,Contado,11100 €,12
159124,181253,SXU,2005-01-08 00:00:00,Contado,18000 €,18
159125,181253,SXU,2005-01-08 00:00:00,Contado,15050 €,14
159126,181253,SXU,2005-01-08 00:00:00,Contado,27600 €,24
159127,181253,SXU,2005-01-08 00:00:00,Contado,24500 €,20
159128,181253,SXU,2005-01-08 00:00:00,Contado,17160 €,22
159129,181253,SXU,2005-01-08 00:00:00,Contado,13152 €,24
159130,181253,SXU,2005-01-08 00:00:00,Contado,15984 €,16
159131,181253,SXU,2005-01-08 00:00:00,Contado,14000 €,20
159132,181253,SXU,2005-01-08 00:00:00,Contado,4296 €,12
159133,181215,IP2,2005-02-08 00:00:00,Tarjeta,20000 €,20
159134,181215,IP3,2005-02-08 00:00:00,Tarjeta,21600 €,18
159135,181215,IP4,2005-02-08 00:00:00,Tarjeta,36400 €,26
159136,181215,IP5,2005-02-08 00:00:00,Tarjeta,19200 €,12
159137,181215,IP6,2005-02-08 00:00:00,Tarjeta,43200 €,24
159138,181215,GS1,2005-02-08 00:00:00,Tarjeta,17000 €,20
159139,181215,GS2,2005-02-08 00:00:00,Tarjeta,14800 €,16
159140,181215,GS3,2005-02-08 00:00:00,Tarjeta,14000 €,14
159141,181215,GS4,2005-02-08 00:00:00,Tarjeta,19350 €,18
159142,181215,GS5,2005-02-08 00:00:00,Tarjeta,16100 €,14
159143,181215,GS6,2005-02-08 00:00:00,Tarjeta,31850 €,26
159144,181215,MG,2005-02-08 00:00:00,Tarjeta,9360 €,12
159145,181215,MX,2005-02-08 00:00:00,Tarjeta,6576 €,12
159146,181215,SXU,2005-02-08 00:00:00,Tarjeta,15984 €,16
159147,181215,AO1,2005-02-08 00:00:00,Tarjeta,14000 €,20
159148,181215,LGP,2005-02-08 00:00:00,Tarjeta,8592 €,24
159165,171219,IP2,2005-02-08 00:00:00,Contado,14000 €,14
159166,171219,IP3,2005-02-08 00:00:00,Contado,16800 €,14
159167,171219,IP4,2005-02-08 00:00:00,Contado,14000 €,10
159168,171219,IP5,2005-02-08 00:00:00,Contado,25600 €,16
159169,171219,IP6,2005-02-08 00:00:00,Contado,25200 €,14
159170,171219,GS1,2005-02-08 00:00:00,Contado,15300 €,18
159171,171219,GS2,2005-02-08 00:00:00,Contado,20350 €,22
159172,171219,GS3,2005-02-08 00:00:00,Contado,12000 €,12
159173,171219,GS4,2005-02-08 00:00:00,Contado,12900 €,12
159174,171219,GS5,2005-02-08 00:00:00,Contado,11500 €,10
159175,171219,GS6,2005-02-08 00:00:00,Contado,9800 €,8
159176,171219,MG,2005-02-08 00:00:00,Contado,12480 €,16
159177,171219,MX,2005-02-08 00:00:00,Contado,5480 €,10
159178,171219,SXU,2005-02-08 00:00:00,Contado,15984 €,16
159179,171219,AO1,2005-02-08 00:00:00,Contado,8400 €,12
159180,171219,LGP,2005-02-08 00:00:00,Contado,7160 €,20
159181,191221,SXU,2005-02-08 00:00:00,Contado,14000 €,14
159182,191221,SXU,2005-02-08 00:00:00,Contado,12000 €,10
159183,191221,SXU,2005-02-08 00:00:00,Contado,25200 €,18
159184,191221,SXU,2005-02-08 00:00:00,Contado,28800 €,18
159185,191221,SXU,2005-02-08 00:00:00,Contado,28800 €,16
159186,191221,SXU,2005-02-08 00:00:00,Contado,17000 €,20
159187,191221,SXU,2005-02-08 00:00:00,Contado,7400 €,8
159188,191221,SXU,2005-02-08 00:00:00,Contado,20000 €,20
159189,191221,SXU,2005-02-08 00:00:00,Contado,10750 €,10
159190,191221,SXU,2005-02-08 00:00:00,Contado,25300 €,22
159191,191221,SXU,2005-02-08 00:00:00,Contado,9800 €,8
159192,191221,SXU,2005-02-08 00:00:00,Contado,6240 €,8
159193,191221,SXU,2005-02-08 00:00:00,Contado,10960 €,20
159194,191221,SXU,2005-02-08 00:00:00,Contado,11988 €,12
159195,191221,SXU,2005-02-08 00:00:00,Contado,9800 €,14
159196,191221,SXU,2005-02-08 00:00:00,Contado,2864 €,8
159213,111225,IP2,2005-02-08 00:00:00,Contado,36000 €,36
159214,111225,IP3,2005-02-08 00:00:00,Contado,64800 €,54
159215,111225,IP4,2005-02-08 00:00:00,Contado,72800 €,52
159216,111225,IP5,2005-02-08 00:00:00,Contado,76800 €,48
159217,111225,IP6,2005-02-08 00:00:00,Contado,136800 €,76
159218,111225,GS1,2005-02-08 00:00:00,Contado,57800 €,68
159219,111225,GS2,2005-02-08 00:00:00,Contado,59200 €,64
159220,111225,GS3,2005-02-08 00:00:00,Contado,52000 €,52
159221,111225,GS4,2005-02-08 00:00:00,Contado,70950 €,66
159222,111225,GS5,2005-02-08 00:00:00,Contado,55200 €,48
159223,111225,GS6,2005-02-08 00:00:00,Contado,61250 €,50
159224,111225,MG,2005-02-08 00:00:00,Contado,42120 €,54
159225,111225,MX,2005-02-08 00:00:00,Contado,40552 €,74
159226,111225,SXU,2005-02-08 00:00:00,Contado,39960 €,40
159227,111225,AO1,2005-02-08 00:00:00,Contado,43400 €,62
159228,111225,LGP,2005-02-08 00:00:00,Contado,17900 €,50
159229,161229,LGP,2005-02-08 00:00:00,Contado,30000 €,30
159230,161229,LGP,2005-02-08 00:00:00,Contado,38400 €,32
159231,161229,LGP,2005-02-08 00:00:00,Contado,39200 €,28
159232,161229,LGP,2005-02-08 00:00:00,Contado,60800 €,38
159233,161229,LGP,2005-02-08 00:00:00,Contado,97200 €,54
159234,161229,LGP,2005-02-08 00:00:00,Contado,35700 €,42
159235,161229,LGP,2005-02-08 00:00:00,Contado,37000 €,40
159236,161229,LGP,2005-02-08 00:00:00,Contado,56000 €,56
159237,161229,LGP,2005-02-08 00:00:00,Contado,34400 €,32
159238,161229,LGP,2005-02-08 00:00:00,Contado,43700 €,38
159239,161229,LGP,2005-02-08 00:00:00,Contado,46550 €,38
159240,161229,LGP,2005-02-08 00:00:00,Contado,26520 €,34
159241,161229,LGP,2005-02-08 00:00:00,Contado,23016 €,42
159242,161229,LGP,2005-02-08 00:00:00,Contado,29970 €,30
159243,161229,LGP,2005-02-08 00:00:00,Contado,29400 €,42
159244,161229,LGP,2005-02-08 00:00:00,Contado,19332 €,54
159245,181241,SXU,2005-02-08 00:00:00,Tarjeta,20000 €,20
159246,181241,SXU,2005-02-08 00:00:00,Tarjeta,28800 €,24
159247,181241,SXU,2005-02-08 00:00:00,Tarjeta,28000 €,20
159248,181241,SXU,2005-02-08 00:00:00,Tarjeta,28800 €,18
159249,181241,SXU,2005-02-08 00:00:00,Tarjeta,39600 €,22
159250,181241,SXU,2005-02-08 00:00:00,Tarjeta,10200 €,12
159251,181241,SXU,2005-02-08 00:00:00,Tarjeta,20350 €,22
159252,181241,SXU,2005-02-08 00:00:00,Contado,22000 €,22
159253,181241,SXU,2005-02-08 00:00:00,Contado,19350 €,18
159254,181241,SXU,2005-02-08 00:00:00,Contado,16100 €,14
159255,181241,SXU,2005-02-08 00:00:00,Contado,17150 €,14
159256,181241,SXU,2005-02-08 00:00:00,Contado,12480 €,16
159257,181241,SXU,2005-02-08 00:00:00,Contado,12056 €,22
159258,181241,SXU,2005-02-08 00:00:00,Contado,11988 €,12
159259,181241,SXU,2005-02-08 00:00:00,Contado,12600 €,18
159260,181241,SXU,2005-02-08 00:00:00,Contado,7876 €,22
159277,171251,IP2,2005-02-08 00:00:00,Contado,14000 €,14
159278,171251,IP3,2005-02-08 00:00:00,Contado,14400 €,12
159279,171251,IP4,2005-02-08 00:00:00,Contado,11200 €,8
159280,171251,IP5,2005-02-08 00:00:00,Contado,16000 €,10
159281,171251,IP6,2005-02-08 00:00:00,Contado,28800 €,16
159282,171251,GS1,2005-02-08 00:00:00,Contado,17000 €,20
159283,171251,GS2,2005-02-08 00:00:00,Contado,12950 €,14
159284,171251,GS3,2005-02-08 00:00:00,Contado,10000 €,10
159285,171251,GS4,2005-02-08 00:00:00,Contado,23650 €,22
159286,171251,GS5,2005-02-08 00:00:00,Contado,13800 €,12
159287,171251,GS6,2005-02-08 00:00:00,Contado,14700 €,12
159288,171251,MG,2005-02-08 00:00:00,Contado,15600 €,20
159289,171251,MX,2005-02-08 00:00:00,Contado,5480 €,10
159290,171251,SXU,2005-02-08 00:00:00,Contado,13986 €,14
159291,171251,AO1,2005-02-08 00:00:00,Contado,7000 €,10
159292,171251,LGP,2005-02-08 00:00:00,Contado,7160 €,20
159293,181253,SXU,2005-02-08 00:00:00,Contado,20000 €,20
159294,181253,SXU,2005-02-08 00:00:00,Contado,19200 €,16
159295,181253,SXU,2005-02-08 00:00:00,Contado,22400 €,16
159296,181253,SXU,2005-02-08 00:00:00,Contado,38400 €,24
159297,181253,SXU,2005-02-08 00:00:00,Contado,36000 €,20
159298,181253,SXU,2005-02-08 00:00:00,Contado,20400 €,24
159299,181253,SXU,2005-02-08 00:00:00,Contado,16650 €,18
159300,181253,SXU,2005-02-08 00:00:00,Contado,16000 €,16
159301,181253,SXU,2005-02-08 00:00:00,Contado,25800 €,24
159302,181253,SXU,2005-02-08 00:00:00,Contado,16100 €,14
159303,181253,SXU,2005-02-08 00:00:00,Contado,17150 €,14
159304,181253,SXU,2005-02-08 00:00:00,Contado,10920 €,14
159305,181253,SXU,2005-02-08 00:00:00,Contado,8768 €,16
159306,181253,SXU,2005-02-08 00:00:00,Contado,11988 €,12
159307,181253,SXU,2005-02-08 00:00:00,Contado,15400 €,22
159308,181253,SXU,2005-02-08 00:00:00,Contado,8592 €,24
159309,181215,IP2,2005-03-08 00:00:00,Tarjeta,16000 €,16
159310,181215,IP3,2005-03-08 00:00:00,Tarjeta,26400 €,22
159311,181215,IP4,2005-03-08 00:00:00,Tarjeta,25200 €,18
159312,181215,IP5,2005-03-08 00:00:00,Tarjeta,38400 €,24
159313,181215,IP6,2005-03-08 00:00:00,Tarjeta,39600 €,22
159314,181215,GS1,2005-03-08 00:00:00,Tarjeta,15300 €,18
159315,181215,GS2,2005-03-08 00:00:00,Tarjeta,11100 €,12
159316,181215,GS3,2005-03-08 00:00:00,Tarjeta,18000 €,18
159317,181215,GS4,2005-03-08 00:00:00,Tarjeta,17200 €,16
159318,181215,GS5,2005-03-08 00:00:00,Tarjeta,25300 €,22
159319,181215,GS6,2005-03-08 00:00:00,Tarjeta,19600 €,16
159320,181215,MG,2005-03-08 00:00:00,Tarjeta,17160 €,22
159321,181215,MX,2005-03-08 00:00:00,Tarjeta,7672 €,14
159322,181215,SXU,2005-03-08 00:00:00,Tarjeta,19980 €,20
159323,181215,AO1,2005-03-08 00:00:00,Tarjeta,18200 €,26
159324,181215,LGP,2005-03-08 00:00:00,Tarjeta,5012 €,14
159341,171219,IP2,2005-03-08 00:00:00,Contado,10000 €,10
159342,171219,IP3,2005-03-08 00:00:00,Contado,19200 €,16
159343,171219,IP4,2005-03-08 00:00:00,Contado,14000 €,10
159344,171219,IP5,2005-03-08 00:00:00,Contado,12800 €,8
159345,171219,IP6,2005-03-08 00:00:00,Contado,39600 €,22
159346,171219,GS1,2005-03-08 00:00:00,Contado,6800 €,8
159347,171219,GS2,2005-03-08 00:00:00,Contado,16650 €,18
159348,171219,GS3,2005-03-08 00:00:00,Contado,22000 €,22
159349,171219,GS4,2005-03-08 00:00:00,Contado,10750 €,10
159350,171219,GS5,2005-03-08 00:00:00,Contado,25300 €,22
159351,171219,GS6,2005-03-08 00:00:00,Contado,24500 €,20
159352,171219,MG,2005-03-08 00:00:00,Contado,10920 €,14
159353,171219,MX,2005-03-08 00:00:00,Contado,7672 €,14
159354,171219,SXU,2005-03-08 00:00:00,Contado,19980 €,20
159355,171219,AO1,2005-03-08 00:00:00,Contado,14000 €,20
159356,171219,LGP,2005-03-08 00:00:00,Contado,4296 €,12
159357,191221,SXU,2005-03-08 00:00:00,Contado,10000 €,10
159358,191221,SXU,2005-03-08 00:00:00,Contado,14400 €,12
159359,191221,SXU,2005-03-08 00:00:00,Contado,19600 €,14
159360,191221,SXU,2005-03-08 00:00:00,Contado,12800 €,8
159361,191221,SXU,2005-03-08 00:00:00,Contado,28800 €,16
159362,191221,SXU,2005-03-08 00:00:00,Contado,6800 €,8
159363,191221,SXU,2005-03-08 00:00:00,Contado,9250 €,10
159364,191221,SXU,2005-03-08 00:00:00,Contado,18000 €,18
159365,191221,SXU,2005-03-08 00:00:00,Contado,15050 €,14
159366,191221,SXU,2005-03-08 00:00:00,Contado,11500 €,10
159367,191221,SXU,2005-03-08 00:00:00,Contado,26950 €,22
159368,191221,SXU,2005-03-08 00:00:00,Contado,10920 €,14
159369,191221,SXU,2005-03-08 00:00:00,Contado,3288 €,6
159370,191221,SXU,2005-03-08 00:00:00,Contado,13986 €,14
159371,191221,SXU,2005-03-08 00:00:00,Contado,7000 €,10
159372,191221,SXU,2005-03-08 00:00:00,Contado,6444 €,18
159389,111225,IP2,2005-03-08 00:00:00,Contado,68000 €,68
159390,111225,IP3,2005-03-08 00:00:00,Contado,81600 €,68
159391,111225,IP4,2005-03-08 00:00:00,Contado,70000 €,50
159392,111225,IP5,2005-01-09 00:00:00,Contado,86400 €,54
159393,111225,IP6,2005-01-09 00:00:00,Contado,104400 €,58
159394,111225,GS1,2005-01-09 00:00:00,Contado,57800 €,68
159395,111225,GS2,2005-01-09 00:00:00,Contado,53650 €,58
159396,111225,GS3,2005-01-09 00:00:00,Contado,44000 €,44
159397,111225,GS4,2005-01-09 00:00:00,Contado,47300 €,44
159398,111225,GS5,2005-01-09 00:00:00,Contado,57500 €,50
159399,111225,GS6,2005-01-09 00:00:00,Contado,71050 €,58
159400,111225,MG,2005-01-09 00:00:00,Contado,39000 €,50
159401,111225,MX,2005-01-09 00:00:00,Contado,31784 €,58
159402,111225,SXU,2005-01-09 00:00:00,Contado,53946 €,54
159403,111225,AO1,2005-01-09 00:00:00,Contado,40600 €,58
159404,111225,LGP,2005-01-09 00:00:00,Contado,13604 €,38
159405,161229,LGP,2005-03-08 00:00:00,Contado,42000 €,42
159406,161229,LGP,2005-03-08 00:00:00,Contado,38400 €,32
159407,161229,LGP,2005-03-08 00:00:00,Contado,75600 €,54
159408,161229,LGP,2005-03-08 00:00:00,Contado,86400 €,54
159409,161229,LGP,2005-03-08 00:00:00,Contado,100800 €,56
159410,161229,LGP,2005-03-08 00:00:00,Contado,44200 €,52
159411,161229,LGP,2005-03-08 00:00:00,Contado,35150 €,38
159412,161229,LGP,2005-03-08 00:00:00,Contado,50000 €,50
159413,161229,LGP,2005-03-08 00:00:00,Contado,60200 €,56
159414,161229,LGP,2005-03-08 00:00:00,Contado,39100 €,34
159415,161229,LGP,2005-03-08 00:00:00,Contado,39200 €,32
159416,161229,LGP,2005-03-08 00:00:00,Contado,35880 €,46
159417,161229,LGP,2005-03-08 00:00:00,Contado,14248 €,26
159418,161229,LGP,2005-03-08 00:00:00,Contado,35964 €,36
159419,161229,LGP,2005-03-08 00:00:00,Contado,32200 €,46
159420,161229,LGP,2005-03-08 00:00:00,Contado,10740 €,30
159421,181241,SXU,2005-03-08 00:00:00,Contado,12000 €,12
159422,181241,SXU,2005-03-08 00:00:00,Contado,19200 €,16
159423,181241,SXU,2005-03-08 00:00:00,Contado,22400 €,16
159424,181241,SXU,2005-03-08 00:00:00,Contado,32000 €,20
159425,181241,SXU,2005-03-08 00:00:00,Contado,28800 €,16
159426,181241,SXU,2005-03-08 00:00:00,Contado,13600 €,16
159427,181241,SXU,2005-03-08 00:00:00,Contado,22200 €,24
159428,181241,SXU,2005-03-08 00:00:00,Contado,16000 €,16
159429,181241,SXU,2005-03-08 00:00:00,Contado,17200 €,16
159430,181241,SXU,2005-03-08 00:00:00,Contado,20700 €,18
159431,181241,SXU,2005-03-08 00:00:00,Contado,29400 €,24
159432,181241,SXU,2005-03-08 00:00:00,Contado,14040 €,18
159433,181241,SXU,2005-03-08 00:00:00,Contado,12056 €,22
159434,181241,SXU,2005-03-08 00:00:00,Contado,19980 €,20
159435,181241,SXU,2005-03-08 00:00:00,Contado,12600 €,18
159436,181241,SXU,2005-03-08 00:00:00,Contado,9308 €,26
159453,171251,IP2,2005-03-08 00:00:00,Contado,16000 €,16
159454,171251,IP3,2005-03-08 00:00:00,Contado,19200 €,16
159455,171251,IP4,2005-03-08 00:00:00,Contado,14000 €,10
159456,171251,IP5,2005-03-08 00:00:00,Contado,22400 €,14
159457,171251,IP6,2005-03-08 00:00:00,Contado,36000 €,20
159458,171251,GS1,2005-03-08 00:00:00,Contado,17000 €,20
159459,171251,GS2,2005-03-08 00:00:00,Contado,7400 €,8
159460,171251,GS3,2005-03-08 00:00:00,Contado,16000 €,16
159461,171251,GS4,2005-03-08 00:00:00,Contado,15050 €,14
159462,171251,GS5,2005-03-08 00:00:00,Contado,9200 €,8
159463,171251,GS6,2005-03-08 00:00:00,Contado,17150 €,14
159464,171251,MG,2005-03-08 00:00:00,Contado,14040 €,18
159465,171251,MX,2005-03-08 00:00:00,Contado,7672 €,14
159466,171251,SXU,2005-03-08 00:00:00,Contado,11988 €,12
159467,171251,AO1,2005-03-08 00:00:00,Contado,15400 €,22
159468,171251,LGP,2005-03-08 00:00:00,Contado,7876 €,22
159469,181253,SXU,2005-03-08 00:00:00,Contado,20000 €,20
159470,181253,SXU,2005-03-08 00:00:00,Contado,21600 €,18
159471,181253,SXU,2005-03-08 00:00:00,Contado,28000 €,20
159472,181253,SXU,2005-03-08 00:00:00,Contado,19200 €,12
159473,181253,SXU,2005-03-08 00:00:00,Contado,25200 €,14
159474,181253,SXU,2005-03-08 00:00:00,Contado,13600 €,16
159475,181253,SXU,2005-03-08 00:00:00,Contado,11100 €,12
159476,181253,SXU,2005-03-08 00:00:00,Contado,14000 €,14
159477,181253,SXU,2005-03-08 00:00:00,Contado,19350 €,18
159478,181253,SXU,2005-03-08 00:00:00,Contado,23000 €,20
159479,181253,SXU,2005-03-08 00:00:00,Contado,24500 €,20
159480,181253,SXU,2005-03-08 00:00:00,Contado,17160 €,22
159481,181253,SXU,2005-03-08 00:00:00,Contado,6576 €,12
159482,181253,SXU,2005-03-08 00:00:00,Contado,17982 €,18
159483,181253,SXU,2005-03-08 00:00:00,Contado,8400 €,12
159484,181253,SXU,2005-03-08 00:00:00,Contado,5728 €,16
159485,181215,IP2,2005-04-08 00:00:00,Tarjeta,20000 €,20
159486,181215,IP3,2005-04-08 00:00:00,Tarjeta,21600 €,18
159487,181215,IP4,2005-04-08 00:00:00,Tarjeta,28000 €,20
159488,181215,IP5,2005-04-08 00:00:00,Tarjeta,25600 €,16
159489,181215,IP6,2005-04-08 00:00:00,Tarjeta,43200 €,24
159490,181215,GS1,2005-04-08 00:00:00,Tarjeta,18700 €,22
159491,181215,GS2,2005-04-08 00:00:00,Tarjeta,18500 €,20
159492,181215,GS3,2005-04-08 00:00:00,Tarjeta,18000 €,18
159493,181215,GS4,2005-04-08 00:00:00,Tarjeta,23650 €,22
159494,181215,GS5,2005-04-08 00:00:00,Tarjeta,16100 €,14
159495,181215,GS6,2005-04-08 00:00:00,Tarjeta,14700 €,12
159496,181215,MG,2005-04-08 00:00:00,Tarjeta,10920 €,14
159497,181215,MX,2005-04-08 00:00:00,Tarjeta,12056 €,22
159498,181215,SXU,2005-04-08 00:00:00,Tarjeta,25974 €,26
159499,181215,AO1,2005-04-08 00:00:00,Tarjeta,11200 €,16
159500,181215,LGP,2005-04-08 00:00:00,Tarjeta,7876 €,22
159517,171219,IP2,2005-04-08 00:00:00,Contado,16000 €,16
159518,171219,IP3,2005-04-08 00:00:00,Contado,24000 €,20
159519,171219,IP4,2005-04-08 00:00:00,Contado,8400 €,6
